Diarienummer,Beslut,Kommun,Län
MYH 2024/1590,False,Stockholm,Stockholm
MYH 2024/1590,False,Karlstad,Värmland
MYH 2024/1590,False,Örebro,Örebro
MYH 2024/1591,True,Karlstad,Värmland
MYH 2024/1591,True,Stockholm,Stockholm
MYH 2024/1591,True,Gävle,Gävleborg
MYH 2024/1592,False,Stockholm,Stockholm
MYH 2024/1592,False,Malmö,Skåne
MYH 2024/1592,False,Göteborg,Västra Götaland
MYH 2024/1593,False,Stockholm,Stockholm
MYH 2024/1594,False,Malmö,Skåne
MYH 2024/1595,False,Helsingborg,Skåne
MYH 2024/1595,False,Stockholm,Stockholm
MYH 2024/1596,False,Borås,Västra Götaland
MYH 2024/1597,True,Örebro,Örebro
MYH 2024/1598,True,Örebro,Örebro
MYH 2024/1599,True,Örebro,Örebro
MYH 2024/160,True,Örebro,Örebro
MYH 2024/1600,True,Örebro,Örebro
MYH 2024/1601,False,Örebro,Örebro
MYH 2024/1602,False,Stockholm,Stockholm
MYH 2024/1603,False,Stockholm,Stockholm
MYH 2024/1604,True,Malmö,Skåne
MYH 2024/1605,False,Stockholm,Stockholm
MYH 2024/1606,False,Göteborg,Västra Götaland
MYH 2024/1607,False,Vänersborg,Västra Götaland
MYH 2024/1608,False,Nässjö,Jönköping
MYH 2024/1609,True,Göteborg,Västra Götaland
MYH 2024/1610,False,Vänersborg,Västra Götaland
MYH 2024/1611,False,Malmö,Skåne
MYH 2024/1611,False,Stockholm,Stockholm
MYH 2024/1611,False,Karlstad,Värmland
MYH 2024/1611,False,Göteborg,Västra Götaland
MYH 2024/1612,False,Nässjö,Jönköping
MYH 2024/1613,False,Vänersborg,Västra Götaland
MYH 2024/1614,False,Broakulla,Kalmar
MYH 2024/1615,False,Vänersborg,Västra Götaland
MYH 2024/1616,False,Nässjö,Jönköping
MYH 2024/1617,False,Boden,Norrbotten
MYH 2024/1618,False,Stockholm,Stockholm
MYH 2024/1619,True,Stockholm,Stockholm
MYH 2024/1620,False,Umeå,Västerbotten
MYH 2024/1621,True,Stockholm,Stockholm
MYH 2024/1622,True,Stockholm,Stockholm
MYH 2024/1623,False,Västerås,Västmanland
MYH 2024/1624,False,Stockholm,Stockholm
MYH 2024/1625,False,Stockholm,Stockholm
MYH 2024/1626,True,Växjö,Kronoberg
MYH 2024/1627,True,Stockholm,Stockholm
MYH 2024/1628,False,Göteborg,Västra Götaland
MYH 2024/1628,False,Falkenberg,Halland
MYH 2024/1628,False,Stockholm,Stockholm
MYH 2024/1629,True,Malmö,Skåne
MYH 2024/1630,False,Helsingborg,Skåne
MYH 2024/1630,False,Göteborg,Västra Götaland
MYH 2024/1630,False,Karlstad,Värmland
MYH 2024/1630,False,Stockholm,Stockholm
MYH 2024/1630,False,Nyköping,Södermanland
MYH 2024/1631,True,Stockholm,Stockholm
MYH 2024/1632,False,Göteborg,Västra Götaland
MYH 2024/1633,False,Göteborg,Västra Götaland
MYH 2024/1634,False,Göteborg,Västra Götaland
MYH 2024/1635,False,Göteborg,Västra Götaland
MYH 2024/1636,False,Göteborg,Västra Götaland
MYH 2024/1637,False,Stockholm,Stockholm
MYH 2024/1637,False,Uppsala,Uppsala
MYH 2024/1637,False,Helsingborg,Skåne
MYH 2024/1638,False,Båstad,Skåne
MYH 2024/1639,False,Skärholmen,Stockholm
MYH 2024/1640,True,Uppsala,Uppsala
MYH 2024/1641,False,Stockholm,Stockholm
MYH 2024/1642,True,Stockholm,Stockholm
MYH 2024/1643,False,Göteborg,Västra Götaland
MYH 2024/1644,False,Göteborg,Västra Götaland
MYH 2024/1645,False,Göteborg,Västra Götaland
MYH 2024/1646,False,Göteborg,Västra Götaland
MYH 2024/1647,False,Göteborg,Västra Götaland
MYH 2024/1648,True,Stockholm,Stockholm
MYH 2024/1649,False,Boden,Norrbotten
MYH 2024/1650,False,Göteborg,Västra Götaland
MYH 2024/1651,False,Göteborg,Västra Götaland
MYH 2024/1651,False,Tjörn,Västra Götaland
MYH 2024/1652,False,Växjö,Kronoberg
MYH 2024/1653,False,Stockholm,Stockholm
MYH 2024/1653,False,Västerås,Västmanland
MYH 2024/1654,False,Västerås,Västmanland
MYH 2024/1654,False,Stockholm,Stockholm
MYH 2024/1655,False,Malmö,Skåne
MYH 2024/1656,False,Göteborg,Västra Götaland
MYH 2024/1657,False,Malmö,Skåne
MYH 2024/1658,False,Malmö,Skåne
MYH 2024/1659,False,Malmö,Skåne
MYH 2024/166,False,Örebro,Örebro
MYH 2024/1660,False,Malmö,Skåne
MYH 2024/209,True,Örebro,Örebro
MYH 2024/258,False,Kungälv,Västra Götaland
MYH 2024/259,False,Kungälv,Västra Götaland
MYH 2024/295,False,Stockholm,Stockholm
MYH 2024/300,False,Malmö,Skåne
MYH 2024/300,False,Helsingborg,Skåne
MYH 2024/303,True,Umeå,Västerbotten
MYH 2024/304,False,Göteborg,Västra Götaland
MYH 2024/306,False,Helsingborg,Skåne
MYH 2024/307,False,Helsingborg,Skåne
MYH 2024/308,False,Malmö,Skåne
MYH 2024/309,False,Östersund,Jämtland
MYH 2024/310,False,Östersund,Jämtland
MYH 2024/311,False,Karlskrona,Blekinge
MYH 2024/312,False,Örebro,Örebro
MYH 2024/317,True,Karlskrona,Blekinge
MYH 2024/358,True,Stockholm,Stockholm
MYH 2024/359,False,Falun,Dalarna
MYH 2024/359,False,Umeå,Västerbotten
MYH 2024/370,False,Helsingborg,Skåne
MYH 2024/370,False,Stockholm,Stockholm
MYH 2024/371,True,Jordbro,Stockholm
MYH 2024/384,True,Östersund,Jämtland
MYH 2024/384,True,Karlskrona,Blekinge
MYH 2024/386,False,Lund,Skåne
MYH 2024/410,True,Umeå,Västerbotten
MYH 2024/411,True,Göteborg,Västra Götaland
MYH 2024/412,True,Stockholm,Stockholm
MYH 2024/413,True,Solna,Stockholm
MYH 2024/413,True,Göteborg,Västra Götaland
MYH 2024/413,True,Karlskrona,Blekinge
MYH 2024/414,False,Solna,Stockholm
MYH 2024/418,True,Solna,Stockholm
MYH 2024/462,True,Göteborg,Västra Götaland
MYH 2024/474,True,Jordbro,Stockholm
MYH 2024/513,False,Göteborg,Västra Götaland
MYH 2024/513,False,Umeå,Västerbotten
MYH 2024/514,False,Karlskrona,Blekinge
MYH 2024/521,True,Karlskrona,Blekinge
MYH 2024/531,False,Karlskrona,Blekinge
MYH 2024/546,True,Globen,Stockholm
MYH 2024/547,True,Nynäshamn,Stockholm
MYH 2024/547,True,Göteborg,Västra Götaland
MYH 2024/568,True,Västra Frölunda,Västra Götaland
MYH 2024/569,True,Västra Frölunda,Västra Götaland
MYH 2024/583,True,Göteborg,Västra Götaland
MYH 2024/588,True,Mölnlycke,Västra Götaland
MYH 2024/602,False,Jönköping,Jönköping
MYH 2024/604,True,Göteborg,Västra Götaland
MYH 2024/606,False,Solna,Stockholm
MYH 2024/608,True,Jönköping,Jönköping
MYH 2024/627,True,Göteborg,Västra Götaland
MYH 2024/628,True,Göteborg,Västra Götaland
MYH 2024/630,False,Solna,Stockholm
MYH 2024/633,False,Göteborg,Västra Götaland
MYH 2024/646,True,Solna,Stockholm
MYH 2024/727,True,Nynäshamn,Stockholm
MYH 2024/728,True,Nynäshamn,Stockholm
MYH 2024/730,False,Nynäshamn,Stockholm
MYH 2024/734,False,Göteborg,Västra Götaland
MYH 2024/735,True,Eskilstuna,Södermanland
MYH 2024/735,True,Västerås,Västmanland
MYH 2024/735,True,Stockholm,Stockholm
MYH 2024/735,True,Hässleholm,Skåne
MYH 2024/735,True,Gävle,Gävleborg
MYH 2024/736,False,Gävle,Gävleborg
MYH 2024/736,False,Stockholm,Stockholm
MYH 2024/736,False,Uppsala,Uppsala
MYH 2024/741,False,Uppsala,Uppsala
MYH 2024/742,True,Göteborg,Västra Götaland
MYH 2024/743,True,Göteborg,Västra Götaland
MYH 2024/744,True,Trollhättan,Västra Götaland
MYH 2024/745,False,Helsingborg,Skåne
MYH 2024/750,False,Örnsköldsvik,Västernorrland
MYH 2024/750,False,Borlänge,Dalarna
MYH 2024/751,True,Örnsköldsvik,Västernorrland
MYH 2024/751,True,Borlänge,Dalarna
MYH 2024/753,False,Svenljunga,Västra Götaland
MYH 2024/754,True,Helsingborg,Skåne
MYH 2024/759,False,Solna,Stockholm
MYH 2024/760,False,Malmö,Skåne
MYH 2024/762,False,Malmö,Skåne
MYH 2024/764,False,Malmö,Skåne
MYH 2024/765,False,Malmö,Skåne
MYH 2024/766,False,Malmö,Skåne
MYH 2024/767,False,Malmö,Skåne
MYH 2024/768,False,Malmö,Skåne
MYH 2024/769,False,Solna,Stockholm
MYH 2024/770,True,Stockholm,Stockholm
MYH 2024/771,False,Malmö,Skåne
MYH 2024/772,False,Stockholm,Stockholm
MYH 2024/773,False,Stockholm,Stockholm
MYH 2024/774,False,Stockholm,Stockholm
MYH 2024/775,False,Malmö,Skåne
MYH 2024/780,True,Solna,Stockholm
MYH 2024/781,False,Solna,Stockholm
MYH 2024/782,False,Göteborg,Västra Götaland
MYH 2024/783,False,Malmö,Skåne
MYH 2024/783,False,Stockholm,Stockholm
MYH 2024/783,False,Göteborg,Västra Götaland
MYH 2024/788,False,Eskilstuna,Södermanland
MYH 2024/788,False,Linköping,Östergötland
MYH 2024/788,False,Stockholm,Stockholm
MYH 2024/791,False,Arvika,Värmland
MYH 2024/792,True,Eskilstuna,Södermanland
MYH 2024/792,True,Linköping,Östergötland
MYH 2024/792,True,Stockholm,Stockholm
MYH 2024/794,True,Uppsala,Uppsala
MYH 2024/796,True,Stockholm,Stockholm
MYH 2024/796,True,Linköping,Östergötland
MYH 2024/796,True,Eskilstuna,Södermanland
MYH 2024/797,True,Linköping,Östergötland
MYH 2024/797,True,Stockholm,Stockholm
MYH 2024/797,True,Eskilstuna,Södermanland
MYH 2024/798,True,Helsingborg,Skåne
MYH 2024/799,False,Skellefteå,Västerbotten
MYH 2024/800,True,Stockholm,Stockholm
MYH 2024/801,True,Stockholm,Stockholm
MYH 2024/802,True,Karlstad,Värmland
MYH 2024/803,True,Stockholm,Stockholm
MYH 2024/804,True,Umeå,Västerbotten
MYH 2024/805,True,Linköping,Östergötland
MYH 2024/805,True,Stockholm,Stockholm
MYH 2024/806,False,Stockholm,Stockholm
MYH 2024/807,True,Stockholm,Stockholm
MYH 2024/808,True,Stockholm,Stockholm
MYH 2024/809,False,Jokkmokk,Norrbotten
MYH 2024/810,True,Luleå,Norrbotten
MYH 2024/811,False,Lund,Skåne
MYH 2024/812,False,Luleå,Norrbotten
MYH 2024/813,True,Linköping,Östergötland
MYH 2024/813,True,Västerås,Västmanland
MYH 2024/813,True,Stockholm,Stockholm
MYH 2024/815,True,Eskilstuna,Södermanland
MYH 2024/815,True,Stockholm,Stockholm
MYH 2024/815,True,Linköping,Östergötland
MYH 2024/817,True,Linköping,Östergötland
MYH 2024/817,True,Stockholm,Stockholm
MYH 2024/817,True,Eskilstuna,Södermanland
MYH 2024/818,True,Västerås,Västmanland
MYH 2024/818,True,Örebro,Örebro
MYH 2024/818,True,Borlänge,Dalarna
MYH 2024/819,True,Västerås,Västmanland
MYH 2024/819,True,Borlänge,Dalarna
MYH 2024/819,True,Örebro,Örebro
MYH 2024/822,True,Eskilstuna,Södermanland
MYH 2024/822,True,Stockholm,Stockholm
MYH 2024/822,True,Linköping,Östergötland
MYH 2024/824,False,Skara,Västra Götaland
MYH 2024/826,True,Vänersborg,Västra Götaland
MYH 2024/827,True,Karlskrona,Blekinge
MYH 2024/827,True,Stockholm,Stockholm
MYH 2024/829,False,Örebro,Örebro
MYH 2024/830,False,Örebro,Örebro
MYH 2024/831,False,Malmö,Skåne
MYH 2024/832,False,Malmö,Skåne
MYH 2024/833,True,Göteborg,Västra Götaland
MYH 2024/834,True,Solna,Stockholm
MYH 2024/835,True,Göteborg,Västra Götaland
MYH 2024/836,True,Malmö,Skåne
MYH 2024/837,True,Eskilstuna,Södermanland
MYH 2024/837,True,Linköping,Östergötland
MYH 2024/837,True,Stockholm,Stockholm
MYH 2024/838,True,Solna,Stockholm
MYH 2024/839,True,Göteborg,Västra Götaland
MYH 2024/840,False,Malmö,Skåne
MYH 2024/841,False,Örebro,Örebro
MYH 2024/842,True,Eksjö,Jönköping
MYH 2024/842,True,Gävle,Gävleborg
MYH 2024/842,True,Umeå,Västerbotten
MYH 2024/842,True,Strängnäs,Södermanland
MYH 2024/843,True,Färjestaden,Kalmar
MYH 2024/846,True,Värnamo,Jönköping
MYH 2024/847,True,Stockholm,Stockholm
MYH 2024/847,True,Linköping,Östergötland
MYH 2024/848,False,Örebro,Örebro
MYH 2024/853,False,Örebro,Örebro
MYH 2024/854,True,Göteborg,Västra Götaland
MYH 2024/854,True,Luleå,Norrbotten
MYH 2024/854,True,Stockholm,Stockholm
MYH 2024/856,False,Strängnäs,Södermanland
MYH 2024/856,False,Eskilstuna,Södermanland
MYH 2024/856,False,Gävle,Gävleborg
MYH 2024/856,False,Västerås,Västmanland
MYH 2024/856,False,Stockholm,Stockholm
MYH 2024/857,True,Göteborg,Västra Götaland
MYH 2024/858,False,Stockholm,Stockholm
MYH 2024/859,False,Göteborg,Västra Götaland
MYH 2024/863,False,Vänersborg,Västra Götaland
MYH 2024/864,False,Uppsala,Uppsala
MYH 2024/864,False,Stockholm,Stockholm
MYH 2024/864,False,Falun,Dalarna
MYH 2024/866,True,Stockholm,Stockholm
MYH 2024/869,True,Göteborg,Västra Götaland
MYH 2024/871,True,Malmö,Skåne
MYH 2024/873,True,Malmö,Skåne
MYH 2024/874,True,Stockholm,Stockholm
MYH 2024/875,True,Malmö,Skåne
MYH 2024/876,True,Stockholm,Stockholm
MYH 2024/877,True,Stockholm,Stockholm
MYH 2024/878,False,Karlshamn,Blekinge
MYH 2024/878,False,Eslöv,Skåne
MYH 2024/879,True,Stockholm,Stockholm
MYH 2024/881,True,Göteborg,Västra Götaland
MYH 2024/881,True,Uppsala,Uppsala
MYH 2024/881,True,Härnösand,Västernorrland
MYH 2024/883,True,Malmö,Skåne
MYH 2024/884,True,Malmö,Skåne
MYH 2024/885,True,Göteborg,Västra Götaland
MYH 2024/886,True,Stockholm,Stockholm
MYH 2024/887,True,Stockholm,Stockholm
MYH 2024/889,True,Göteborg,Västra Götaland
MYH 2024/890,True,Göteborg,Västra Götaland
MYH 2024/891,True,Stockholm,Stockholm
MYH 2024/892,False,Stockholm,Stockholm
MYH 2024/893,False,Järna,Stockholm
MYH 2024/895,True,Stockholm,Stockholm
MYH 2024/896,False,Stockholm,Stockholm
MYH 2024/897,True,Göteborg,Västra Götaland
MYH 2024/898,False,Stockholm,Stockholm
MYH 2024/899,True,Göteborg,Västra Götaland
MYH 2024/900,True,Göteborg,Västra Götaland
MYH 2024/901,True,Stockholm,Stockholm
MYH 2024/902,True,Göteborg,Västra Götaland
MYH 2024/903,True,Göteborg,Västra Götaland
MYH 2024/904,True,Göteborg,Västra Götaland
MYH 2024/905,True,Malmö,Skåne
MYH 2024/906,False,Stockholm,Stockholm
MYH 2024/907,False,Stockholm,Stockholm
MYH 2024/908,True,Stockholm,Stockholm
MYH 2024/909,True,Sundsvall,Västernorrland
MYH 2024/910,True,Göteborg,Västra Götaland
MYH 2024/911,True,Malmö,Skåne
MYH 2024/912,True,Stockholm,Stockholm
MYH 2024/913,True,Boden,Norrbotten
MYH 2024/913,True,Luleå,Norrbotten
MYH 2024/914,True,Västerås,Västmanland
MYH 2024/914,True,Ludvika,Dalarna
MYH 2024/915,True,Malmö,Skåne
MYH 2024/916,False,Järfälla,Stockholm
MYH 2024/917,True,Stockholm,Stockholm
MYH 2024/918,True,Västerås,Västmanland
MYH 2024/919,True,Örebro,Örebro
MYH 2024/925,False,Vänersborg,Västra Götaland
MYH 2024/926,False,Habo,Jönköping
MYH 2024/927,False,Habo,Jönköping
MYH 2024/928,True,Göteborg,Västra Götaland
MYH 2024/929,False,Habo,Jönköping
MYH 2024/930,False,Habo,Jönköping
MYH 2024/931,False,Habo,Jönköping
MYH 2024/932,False,Habo,Jönköping
MYH 2024/933,False,Habo,Jönköping
MYH 2024/939,True,Göteborg,Västra Götaland
MYH 2024/940,True,Norrköping,Östergötland
MYH 2024/941,True,Norrköping,Östergötland
MYH 2024/942,False,Malmö,Skåne
MYH 2024/943,False,Malmö,Skåne
MYH 2024/944,True,Västerås,Västmanland
MYH 2024/945,True,Malmö,Skåne
MYH 2024/946,False,Malmö,Skåne
MYH 2024/947,True,Norrköping,Östergötland
MYH 2024/948,False,Malmö,Skåne
MYH 2024/949,False,Malmö,Skåne
MYH 2024/950,False,Malmö,Skåne
MYH 2024/951,False,Malmö,Skåne
MYH 2024/952,False,Malmö,Skåne
MYH 2024/953,False,Malmö,Skåne
MYH 2024/954,True,Norrköping,Östergötland
MYH 2024/955,False,Stockholm,Stockholm
MYH 2024/956,False,Norrköping,Östergötland
MYH 2024/957,True,Stockholm,Stockholm
MYH 2024/961,False,Arvika,Värmland
MYH 2024/962,False,Skara,Västra Götaland
MYH 2024/963,False,Eskilstuna,Södermanland
MYH 2024/963,False,Uppsala,Uppsala
MYH 2024/963,False,Borås,Västra Götaland
MYH 2024/963,False,Stockholm,Stockholm
MYH 2024/964,False,Skara,Västra Götaland
MYH 2024/965,False,Katrineholm,Södermanland
MYH 2024/966,False,Borås,Västra Götaland
MYH 2024/967,True,Nyköping,Södermanland
MYH 2024/968,False,Katrineholm,Södermanland
MYH 2024/969,True,Karlskrona,Blekinge
MYH 2024/970,True,Katrineholm,Södermanland
MYH 2024/971,True,Stockholm,Stockholm
MYH 2024/972,True,Stockholm,Stockholm
MYH 2024/973,True,Stockholm,Stockholm
MYH 2024/974,True,Stockholm,Stockholm
MYH 2024/975,True,Gävle,Gävleborg
MYH 2024/976,True,Gävle,Gävleborg
MYH 2024/977,False,Gävle,Gävleborg
MYH 2024/978,True,Vänersborg,Västra Götaland
MYH 2024/979,True,Stockholm,Stockholm
MYH 2024/980,True,Västerås,Västmanland
MYH 2024/981,True,Västerås,Västmanland
MYH 2024/982,True,Stockholm,Stockholm
MYH 2024/983,False,Stockholm,Stockholm
MYH 2024/984,True,Stockholm,Stockholm
MYH 2024/985,False,Stockholm,Stockholm
MYH 2024/986,True,Stockholm,Stockholm
MYH 2024/987,False,Sollefteå,Västernorrland
MYH 2024/988,True,Stockholm,Stockholm
MYH 2024/989,False,Göteborg,Västra Götaland
MYH 2024/990,True,Stockholm,Stockholm
MYH 2024/993,True,Nyköping,Södermanland
MYH 2024/994,True,Stockholm,Stockholm
MYH 2024/995,True,Stockholm,Stockholm
MYH 2024/996,False,Nyköping,Södermanland
MYH 2024/997,False,Nyköping,Södermanland
MYH 2024/998,True,Nyköping,Södermanland
MYH 2024/999,False,Malmö,Skåne
MYH 2024/999,False,Boden,Norrbotten
MYH 2024/999,False,Stockholm,Stockholm
